text	sentiment
username hay que solicitar la tarjeta física	NEU
username Si	NEU
username username username username username Aún con este viento y qué bien se aterriza en nuestro aeropuerto... Igualito k en Loiu!	NEU
username username A mi me ha pasado lo mismo y ni siquiera tienen la decencia de contestarme los mensajes direc...  url	N
username username yo cuando tengo un vuelo largo con Iberia o Air Europa hago una visita al Mercadoña que soy un goooooldo y me entra hambre	NEU
username Hasta el viernes nada tío. Ayer secuestrados 6 horas en la cabina sin agua siquiera. Y ahora 4 días má...  url	N
Iberia y otras nueve compañías cancelan vuelos a Turquía por descenso turismo  url	N
username username Vaya Luis	N
username Hola Argentina	N
Que vergüenza username  url	N
username username Es un debate interminable y absurdo: a mí como catalán me explican porque derrochamos 1...  url	NEU
username modificaron mi vuelo. Lo retrasaron y cambiaron la aerolínea que lo opera. No me avisaron. Me entere cuando...  url	N
Ryanair cierra 2017 con 129 millones de pasajeros	N
username username Sr. Gallego	N
Los sindicatos de Iberia en Barcelona mantienen la huelga entre este jueves y el domingo  url vía username	N
Después de 30 años	P
username username Los que vuelan a Moscú	N
username Mil gracias!! ☺	P
username cómo puedo saber el estado de mi solicitud de la tarjeta Icon?	NEU
username Pero si es que tienes más pilotos que Iberia y Ryanair juntos	NEU
Comentario en ESCRIBE TUS RELATOS DE OCTUBRE (IV): CON UNA TRIPULACIÓN DE Iberia Y MairenMairenmu por Olivia......  url Re...	NEU
El mejor vuelo que he tenido en mi vida	P
username username username Mas fotos!  url	NEU
username Estoy desde el móvil	NEU
username hola	NEU
Esto si que es Stranger Things!!!  url	NEU
Iberia increible q un vuelo de 6 horas a Guinea Ecuatorial	NEU
Los pilotos de Ryanair convocan la primera huelga de su historia para el 20 de d...  url via username	N
Castiga bilete de avion! Ryanair  url	N
Una empresa belga reclama más de 100.000 euros a Ryanair por cancelaciones y retrasos en otoño  url	N
username no le ha perdido las maletas a username esta semana  url	P
username username Nosotros iremos el finde (no nos queda otra con el curro...) y probablemente el viernes por la tarde.	NEU
Iberia Express pone a la venta 5.000 billetes a cinco euros La compañía celebra su quinto aniversario....  url	P
Sigo sin saber donde esta mi maleta despues de 4 días!!! Esto es username !!!!! Una maleta que tenía su correspondiente identificador!!!	N
Con username	NEU
username pero así es RyanAir o Easy Jet.	N
No lo pudieron describir mejor. Que la ilusión de ese primer vuelo	P
username username Me encanta ver Iberia por todos lados! 😍	P
Muchas gracias username por el regalo de navidad	NEU
antena3com: Ryanair contraataca a Iberia Express y ofrece 100.000 asientos baratos después de la promoción de vuelo...  url	NEU
username Ehhh a mí tb me pasó en un vuelo de Iberia... y luego	P
Muchas gracias username por obligarme a ir por vía judicial-mercantil después de casi 1 año reclamando a través de l...  url	N
username Cuando alguien lamenta algo no vuelve a cometer el mismo fallo varias veces y como estoy viendo	N
username username Dios! Que precios mas alucinantes! 😱	P
username No pidas más a Ryanair.	NEU
Con username	NEU
Si eres pobre y viajas con ryanair no sé cómo COJONES podrás hacer esas fotos tan tmblr sin partirte la espalda.  url	N
username username username Esos jeans combinaban con Alpargatas Iberia	P
Odioo iberia NADIE LES COMPRE iberia airline lospeores	N
username Estoy indignada creo q podéis entenderlo verdad?	N
username Huele a Iberia que apesta	N
username  los que siempre viajamos por Iberia hoy no podemos hacerlo por el costo de sus pasajes y una moneda superdevsluada.Dolor profundo	N
Así fue el accidente del vuelo 5022 de Spanair	N
username username ¿Ya te obligan a facturar las maletas o todavía no?	NEU
Puebla: Un pasajero de un vuelo de la compañía Ryanair entre Londres y Málaga	N
username username username Se trata de pillarlo días antes. Yo vuelo el sábado con Ryanair	NEU
La matriz de Iberia y British Airways quiere subirse a bordo de la aerolínea Niki  url	NEU
Japón Directo	N
username Ya tengo la tarjeta IBERIA PLUS CLASICA  83095869 y quisiera registrar el vuelo efectuado  los días 19 y 26...  url	NEU
Todos sentados	N
username ustedes también evolucionen y aumenten al menos 4 centímetros entre las sillas	N
Con username	NEU
username Hay algo que no entiendo muy bien	N
Con username	NEU
username aún sigo esperando	N
username ida/vuelta a MIA  asientos centrales y en pared	N
Con username	P
En username  tienes espacio para sentirte en una auténtica lata de sardinas. Qué emoción! Vuelo IB0426 a Bilbao...  url	N
Miradas... 😍 username A346 “Miguel Servet” de username en T4S LEMD FelizViernes  url	NEU
username enseñen a username a enccontrar valijas que pierdien a diario y no devuelven	N
Iberia con Oneworld - Iberia –  url	NEU
Así fue el accidente del vuelo 5022 de Spanair	NEU
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	N
Con username	NEU
username responderme el MD por favor	N
username username ¿Se puede usar junto a otras tarjetas de fidelización? Gracias.	NEU
Desde Spanair virtual queremos desearos unas felices fiestas	P
Iberia Express celebra su quinto aniversario con una oferta de 5.000 plazas a 5 euros  url	P
Procedente desde MAD llegando a NRT 9/12/2017 username username A330  url	NEU
Los que deberíamos hacer huelga somos los viajeros ante la última cutreria de Ryanair de cobrar si quieres sentarte...  url	N
¿Cómo es posible que Iberia se haya dejado en San José el 90% de las maletas de los pasajeros volábamos a...  url	N
username username Fa la la la la....la la la la	NEU
Un rey	NEU
Como se atreve a semejante barbaridad!! Nosotros salvamos vidas	N
username Madrid	NEU
¿En ryanair los entrenan para derrochar antipatía o los eligen así?	N
De Bogotá a París con amor! 😘Bon Jour HolaEuropa  username  url	P
username username username username Gracias Juanje	P
La penalización que username e username tienen en Vigo es inaceptable. Igual les hacía falta la competencia de...  url	N
username Serà tan complicado una ida y vuelta con avios username? Mi codigo de reserva no me deja hacer ahora el chec...  url	N
username username ¿Comida de pago? ¿Cuánto te costó el vuelo? ¿Y el wifi?	NEU
username Lo que debe haber es más competencia y menos mercantilismo. Cuando dejen operar a una Ryanair o JetBlue...  url	N
username username FAVOR COMPARTIR. QUE PASA CON IBERIA QUE COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIEN...  url	N
Promoción de Black Friday de Ryanair  url	P
username RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM...  url	N
username username Sep. Y mi mayor miedo es que como pierda el último tren... voy a marcarme un Tom Hanks	NEU
username Ryanair	NEU
EMPLEO Selección de 100 Tripulantes de cabina	NEU
El Cercanías cada vez se parece más a un vuelo de Ryanair. Hoy ya solo me falta que pasen con un rasca y gana.  url	N
Los que estáis cortando vuestro DNI	N
Es 28D	P
username Imposible hacer el check in porque el campo de apellidos está dando error. Y vuelo mañana.	N
username Gracias	P
Ryanair busca convertirse en el “Amazon de los viajes” desde sus oficinas en Madrid  url SocialMedia	NEU
Me cago en dios Ryanair como vea los vuelos a España en navidad que compré hace un par de meses para que me saliese...  url	N
username En iberia tambien esta! Y fui feliz  url	P
username Ryanair no ha tenido ningún tipo de incidencia cuando lanzó su oferta del Black Friday y para una ve...  url	NEU
. username analizará con el Consell las ayudas a otras firmas mientras prevé crecer un 50 % en València...  url	NEU
Con username	NEU
username Sí	NEU
Curiosidades....  Madrid&lt;&gt;Barcelona en avión en 1927 = las 163 pesetas que costó el primer billete de Iberia...  url	P
username Comparando el billete con el de otro familiar 	N
Con username	NEU
se ha retrasado el vuelo me cago en ryanair	N
username He escudo nueva música a bordo. Tenéis la lista de los títulos de las canciones que ponéis a bordo de duran...  url	P
Ryanair aplaza hasta 2018 el pago por embarcar la maleta de mano.  url	NEU
username username Buenas tardes. Reservé dos vuelos con puntos IB Plus y mi error fue que puse mal el nombre de p...  url	N
username No funciona iberia joven	N
username  saben la cantidad de valijas que pierde username a diario y no devuelve?	N
Amazon	NEU
username Y crece	NEU
username username y de una compañía de segunda.Que llames a Iberia yte digan que la maleta son 20libras reservando an...  url	N
iberiaexpress engaño tarifasbajas Iberia encuentras vuelobarato. No se acepta tarjeta. Pones otra tarjeta y la...  url	N
No username No Party...  url	N
username y iberia???	NEU
username Estoy feliz de que Iberia  traiga a alguien especial para mí de visita ... Gracias Iberia 🛫MAD🛬BOG😀😀😁😁	P
Me siento apretadito username  url	N
username desde ayer intentando sacar unos vuelos por la web y cada búsqueda te devuelve a la página principal.	N
Marketing Marta Ríos	NEU
username Hermoso país holacolombia holaiberia	NEU
username username username Precisamente no oficializo la anulación xq igualmente pierdo el 100% de las dos maner...  url	N
username Ryanair 73 aprox volando sábado-lunes y ALSA 88€ viernes-Domingo 🤷🏼‍♀️	NEU
Ryanair cierra 2017 con 129 millones de pasajeros	NEU
Leiva en un avión de Iberia. Está pasando.	NEU
San Nicola Arcella!!! ✈️✈️✈️ 🏖️  url	P
Splash screen Iberia A300B4-120  url vía username	N
username username username username username username username username...  url	N
Con los fans de TheCure topaste	NEU
Recomendacion de hoy	N
Los pilotos de Ryanair en Irlanda	N
Gracias 💖  url	P
username  saben la cantidad de valijas que pierde username a diario y no devuelve?	N
username username Copa	N
goodbye barcelona ggb1578 	P
 2.07590243]	NEU
username Me encanta volar con Ryanair por demostrar a toda la gente que os critica	P
username hola	NEU
Récord de visitas y reservas en la página web de username durante su semana de ofertas Black Friday  url	P
username ¿es obligatorio hacer check in online?	N
Norwegian desafía a Iberia con billetes por menos de 200 euros entre Nueva York y Madrid	NEU
username username Ya que nombras Iberia aquí esta la normativa  url aquí de otra aerolínea...  url	NEU
username username Viajar te abre la mente y hace descubrir rincones y momentos que nunca podrás olvidar! Ryanair	P
username porque no tienen ofertas desde Sevilla?	NEU
username su pagina web esta operativa? No logro ingresar  url	N
username espero que mi vuelo de conexión en Madrid destino A Coruña espere por el retraso en Londres.	NEU
username username username Complicadillo Karlos!....Ya dejaron de volar hace casi un año!. Un abz y felices fiestas.	N
username username username username username username username username...  url	N
¡Chollo Express! Vuela con Ryanair por sólo 9	NEU
Hay compañías hijas de puta y luego está Ryanair que te cobra hasta por el aire que respiras en el avión	N
username username Por favor señores username mas respeto con los pasajeros y sobre todo con un pasajero como...  url	N
Iberia inaugura un nuevo espacio 'premium' en la T4S de Madrid-Barajas para 500 clientes  url  url	P
La web de Ryanair va peor que Echenique en skate	N
Sempre con Ryanair  url	P
username Enhorabuena y Felicidades por muchos años MÁS de vuelos e ilusiones username  url	NEU
username Que de disparates dicen. Iberia vuela hoy menos que hace cinco años. Los vuelos eran durante todo el año y...  url	N
Trabajas todo el año como un negro para poder llevar a tu familia en nochebuena fuera de España y enseñarles mundo....  url	N
Ahm	NEU
Es ridículo que mañana tenga que salir y volver a entrar de la zona de puertas de embarque para check-in con username viniendo de username.	N
Tienes que comprar tus vuelos con tiempo. Y ahí voy todo meco comprando hace 1 mes.  url	NEU
username username jajajaja no creo que nadie se canse de un grosso como ud! Ese mix entre objetividad	P
Con username	NEU
tengo el vuelo de ida madrid-glasgow con ryanair y la vuelta edimburgo-madrid con easyjet y aún no me deja hacer el check in GENIAL	N
Quierooooooo  url	P
username username Felicidades Favio...	NEU
username username A ver	NEU
Con username	P
username username username username username De la web de Iberia	N
Una empresa belga reclamará más de 100.000 euros a Ryanair por 375 cancelaciones  url	N
Si fuese rica compraba ryanair para hacerme unas carreritas con los colegas.	P
